account_id,city,state,bfpo_no,postcode,country,total_gifts_amount,last_gift_date,gifts_past_18m
001PY00000feH7lYAE,Irvington,NY,,,United States,151.0,2023-04-13,0.0
001PY00000feH7sYAE,Ancramdale,NY,,,United States,225.0,2021-07-08,0.0
001PY00000feH7yYAE,Mamaroneck,NY,,,United States,1175.0,2024-12-16,1.0
001PY00000feH80YAE,Scotia,NY,,,United States,105.0,2025-06-30,1.0
001PY00000feH88YAE,New York,NY,,,United States,1940.0,2025-09-28,18.0
001PY00000feH8HYAU,New York,NY,,,United States,3160.0,2025-09-07,1.0
001PY00000feH8LYAU,Rhinebeck,NY,,,United States,5850.0,2025-04-14,2.0
001PY00000feH8PYAU,Chatham,NY,,,United States,2255.0,2025-04-04,2.0
001PY00000feH8RYAU,Syracuse,NY,,,United States,215.0,2023-12-31,0.0
001PY00000feH8WYAU,Wappingers Falls,NY,,,United States,2500.0,2023-04-26,0.0
001PY00000feH8XYAU,New York,NY,,,United States,195.0,2020-06-17,0.0
001PY00000feH8ZYAU,Accord,NY,,,United States,1200.02,2024-12-27,1.0
001PY00000feH8bYAE,Brewster,NY,,,United States,870.0,2022-10-31,0.0
001PY00000feH8gYAE,Croton-on-Hudson,NY,,,United States,205.0,2024-12-20,1.0
001PY00000feH8jYAE,Flushing,NY,,,United States,555.0,2023-04-26,0.0
001PY00000feH8oYAE,Port Washington,NY,,,United States,2868.0,2022-02-08,0.0
001PY00000feH8pYAE,Teaneck,NJ,,,United States,725.0,2024-12-16,1.0
001PY00000feH8wYAE,New York,NY,,,United States,681.5,2025-10-17,2.0
001PY00000feHKSYA2,Kingston,NY,,,United States,150.0,2021-05-17,0.0
001PY00000feHKVYA2,Brooklyn,NY,,,United States,235.0,2024-04-22,1.0
001PY00000feHKiYAM,Seattle,WA,,,United States,5279.0,2021-11-30,0.0
001PY00000feHKmYAM,Tarrytown,NY,,,United States,1300.0,2023-05-18,0.0
001PY00000feHKyYAM,Brooklyn,NY,,,United States,1070.0,2021-03-17,0.0
001PY00000feHL9YAM,Brooklyn,NY,,,United States,269.0,2021-11-30,0.0
001PY00000feHLJYA2,Rhinebeck,NY,,,United States,1998.0,2024-06-03,1.0
001PY00000feHLPYA2,Tarrytown,NY,,,United States,270.0,2023-04-22,0.0
001PY00000feIWhYAM,New City,NY,,,United States,970.0,2025-10-08,2.0
001PY00000feIWkYAM,Irvington,NY,,,United States,946.5,2025-09-07,1.0
001PY00000feIWmYAM,Brooklyn,NY,,,United States,251.0,2022-08-11,0.0
001PY00000feIWoYAM,Garrison,NY,,,United States,4865.0,2020-12-28,0.0
001PY00000feIWtYAM,Croton-on-Hudson,NY,,,United States,2275.0,2024-12-30,1.0
001PY00000feIWvYAM,Ossining,NY,,,United States,2559.0,2025-10-16,19.0
001PY00000feIWyYAM,Ossining,NY,,,United States,930.0,2024-12-09,1.0
001PY00000feIX3YAM,Poughkeepsie,NY,,,United States,480.0,2024-12-13,1.0
001PY00000feIX6YAM,Roosevelt Island,NY,,,United States,405.0,2024-12-06,1.0
001PY00000feIX7YAM,New York,NY,,,United States,3028.0,2024-12-30,1.0
001PY00000feIXBYA2,Saugerties,NY,,,United States,370.0,2020-06-02,0.0
001PY00000feIXCYA2,New York,NY,,,United States,1049.0,2021-02-18,0.0
001PY00000feIXFYA2,Sleepy Hollow,NY,,,United States,1670.0,2024-12-02,1.0
001PY00000feIXLYA2,Poughkeepsie,NY,,,United States,1090.0,2023-06-30,0.0
001PY00000feIXjYAM,Yonkers,NY,,,United States,860.0,2022-08-31,0.0
001PY00000feIXrYAM,Stone Ridge,NY,,,United States,2881.76,2023-06-07,0.0
001PY00000feIwhYAE,Katonah,NY,,,United States,490.0,2021-06-09,0.0
001PY00000feIwxYAE,New York,NY,,,United States,835.0,2021-11-18,0.0
001PY00000feIwyYAE,Pleasantville,NY,,,United States,250.0,2021-03-05,0.0
001PY00000feIxDYAU,Hudson,NY,,,United States,3575.0,2023-12-30,0.0
001PY00000feIxLYAU,Armonk,NY,,,United States,331.0,2020-12-10,0.0
001PY00000feIxMYAU,Paterson,NJ,,,United States,745.0,2024-05-14,1.0
001PY00000feIxQYAU,New York,NY,,,United States,780.0,2023-11-06,0.0
001PY00000feIxTYAU,Sleepy Hollow,NY,,,United States,4485.31,2025-07-07,8.0
001PY00000feIxdYAE,Tarrytown,NY,,,United States,655.0,2024-12-04,2.0
001PY00000feIxhYAE,New York,NY,,,United States,405.0,2020-12-10,0.0
001PY00000feIxkYAE,Brooklyn,NY,,,United States,790.0,2022-01-06,0.0
001PY00000feIxmYAE,Peekskill,NY,,,United States,55.0,2021-08-16,0.0
001PY00000feIxqYAE,Bayside,NY,,,United States,125.0,2021-08-30,0.0
001PY00000feJ4iYAE,Sleepy Hollow,NY,,,United States,201.5,2025-10-05,1.0
001PY00000feJ4jYAE,Secaucus,NJ,,,United States,50.9,2023-11-29,0.0
001PY00000feJ4zYAE,Croton,NY,,,United States,51.97,2022-11-29,0.0
001PY00000feJ54YAE,New york,NY,,,United States,25.0,2023-04-16,0.0
001PY00000feJ5EYAU,New York,NY,,,United States,50.0,2022-07-15,0.0
001PY00000feJ5NYAU,New York,NY,,,United States,46.62,2023-03-31,0.0
001PY00000feJ5TYAU,New York,NY,,,United States,853.0,2025-08-27,3.0
001PY00000feJ5YYAU,Nyack,NY,,,United States,186.75,2023-12-30,0.0
001PY00000feJ5ZYAU,Bronxville,NY,,,United States,20.0,2020-12-21,0.0
001PY00000feJ5bYAE,New York,NY,,,United States,500.0,2020-12-17,0.0
001PY00000feJ5cYAE,Brooklyn,NY,,,United States,25.0,2023-06-28,0.0
001PY00000feJ5eYAE,New York,NY,,,United States,750.0,2020-12-22,0.0
001PY00000feJ5gYAE,Norht Creek,NY,,,United States,10.0,2020-12-22,0.0
001PY00000feJ5hYAE,New York,NY,,,United States,750.0,2024-05-02,1.0
001PY00000feJ5iYAE,Accord,NY,,,United States,105.0,2022-03-21,0.0
001PY00000feJ5jYAE,Albany,NY,,,United States,100.0,2020-12-23,0.0
001PY00000feJ5kYAE,New York,NY,,,United States,202.0,2020-12-23,0.0
001PY00000feJ5lYAE,White Plains,NY,,,United States,100.0,2020-12-24,0.0
001PY00000feJ5mYAE,Lagrangeville,NY,,,United States,1059.38,2024-12-27,1.0
001PY00000feJ5nYAE,Poughkeepsie,NY,,,United States,675.73,2024-12-05,3.0
001PY00000feJ5oYAE,Arlington,VA,,,United States,100.0,2020-12-24,0.0
001PY00000feJ5pYAE,Beacon,NY,,,United States,25.0,2020-12-24,0.0
001PY00000feJ5qYAE,Brooklyn,NY,,,United States,50.0,2020-12-24,0.0
001PY00000feJ5rYAE,Rockville,MD,,,United States,25.0,2020-12-24,0.0
001PY00000feJ5sYAE,New York,NY,,,United States,100.0,2020-12-24,0.0
001PY00000feJ5tYAE,Stamford,CT,,,United States,75.0,2020-12-25,0.0
001PY00000feJ5uYAE,Maplewood,NJ,,,United States,25.0,2020-12-25,0.0
001PY00000feJ5vYAE,Mount Kisco,NY,,,United States,600.0,2024-12-22,1.0
001PY00000feJ5wYAE,Forest Hills,NY,,,United States,500.0,2020-12-26,0.0
001PY00000feQ1KYAU,Ossining,NY,,,United States,1700.0,2023-12-27,0.0
001PY00000feQ1NYAU,New York,NY,,,United States,1550.0,2023-12-19,0.0
001PY00000feQ1RYAU,New York,NY,,,United States,1790.0,2024-12-27,1.0
001PY00000feQ1hYAE,New York,NY,,,United States,425.0,2024-12-05,1.0
001PY00000feQ1jYAE,Rego Park,NY,,,United States,1585.0,2020-12-22,0.0
001PY00000feQ1uYAE,Brooklyn,NY,,,United States,1070.0,2024-11-24,8.0
001PY00000feQ20YAE,New York,NY,,,United States,1815.0,2022-07-14,0.0
001PY00000feQ27YAE,Brooklyn,NY,,,United States,4900.0,2024-11-17,1.0
001PY00000feQ2FYAU,Brooklyn,NY,,,United States,1155.0,2021-03-01,0.0
001PY00000feQ2JYAU,New York,NY,,,United States,205.0,2021-06-14,0.0
001PY00000feQ2RYAU,New York,NY,,,United States,780.0,2024-12-31,1.0
001PY00000feQ2VYAU,Englewood,NJ,,,United States,1560.0,2024-12-24,3.0
001PY00000feUxjYAE,Ossining,NY,,,United States,15.0,2020-01-07,0.0
001PY00000feUxvYAE,Cortlandt Manor,NY,,,United States,406.62,2022-04-24,0.0
001PY00000feUxwYAE,Dobbs Ferry,NY,,,United States,60.0,2020-12-31,0.0
001PY00000feUy0YAE,Gardiner,NY,,,United States,25.0,2023-03-31,0.0
001PY00000feUy9YAE,Brooklyn,NY,,,United States,80.0,2021-06-14,0.0
001PY00000feUyTYAU,Kingston,NY,,,United States,60.0,2023-07-27,0.0
001PY00000feUyVYAU,Yonkers,NY,,,United States,90.0,2024-04-16,1.0
001PY00000feUyfYAE,Cincinnati,OH,,,United States,200.0,2020-07-29,0.0
001PY00000feUyiYAE,Fair Lawn,NJ,,,United States,102.25,2022-05-19,0.0
001PY00000feUymYAE,New York,NY,,,United States,650.0,2021-09-13,0.0
001PY00000feUynYAE,Niskayuna,NY,,,United States,1150.0,2025-09-15,2.0
001PY00000feUyrYAE,Wappingers Falls,NY,,,United States,160.0,2023-05-16,0.0
001PY00000feUysYAE,Ossining,NY,,,United States,100.0,2021-08-19,0.0
001PY00000feUyxYAE,Ossining,NY,,,United States,1090.0,2025-10-14,1.0
001PY00000feUyyYAE,Ossining,NY,,,United States,300.0,2025-04-28,13.0
001PY00000feUz1YAE,New York,NY,,,United States,300.0,2021-09-20,0.0
001PY00000feVvOYAU,Newburgh,NY,,,United States,257.25,2022-05-06,0.0
001PY00000feVvUYAU,Roscoe,NY,,,United States,112.28,2024-12-23,1.0
001PY00000feVvcYAE,Hastings-on-Hudson,NY,,,United States,4561.25,2025-10-09,19.0
001PY00000feVvpYAE,Catskill,NY,,,United States,125.0,2024-12-04,1.0
001PY00000feVvwYAE,Jackson Heights,NY,,,United States,40.0,2025-04-28,1.0
001PY00000feVwHYAU,Ithaca,NY,,,United States,50.0,2020-06-23,0.0
001PY00000feVwLYAU,Hastings-on-Hudson,NY,,,United States,251.97,2024-12-03,1.0
001PY00000feVwNYAU,Troy,NY,,,United States,75.0,2022-04-21,0.0
001PY00000feVwWYAU,Endicott,NY,,,United States,25.0,2022-07-26,0.0
001PY00000feWxzYAE,Rhinebeck,NY,,,United States,50.0,2020-12-22,0.0
001PY00000feWy0YAE,Hastings-on-Hudson,NY,,,United States,35.0,2025-05-15,1.0
001PY00000feWy6YAE,Hastings-on-Hudson,NY,,,United States,610.0,2023-06-12,0.0
001PY00000feWyMYAU,Mount Tremper,NY,,,United States,350.0,2021-11-03,0.0
001PY00000feWyNYAU,Bearsville,NY,,,United States,50.0,2023-12-13,0.0
001PY00000feWyZYAU,New York,NY,,,United States,766.61,2025-04-29,2.0
001PY00000feWydYAE,Ossining,NY,,,United States,640.0,2024-12-22,1.0
001PY00000feWylYAE,New York,NY,,,United States,140.0,2024-12-23,1.0
001PY00000feWyoYAE,New York,NY,,,United States,205.0,2023-09-10,0.0
001PY00000feWyrYAE,Sleepy Hollow,NY,,,United States,190.0,2023-08-18,0.0
001PY00000feWysYAE,New York,NY,,,United States,270.0,2022-04-01,0.0
001PY00000feWz1YAE,Poughkeepsie,NY,,,United States,800.0,2023-11-29,0.0
001PY00000feXE7YAM,Schodack Landing,NY,,,United States,20.0,2020-10-29,0.0
001PY00000feXEFYA2,Tomkins Cove,NY,,,United States,150.0,2021-04-03,0.0
001PY00000feXEPYA2,New York,NY,,,United States,295.0,2024-12-31,1.0
001PY00000feXESYA2,Brooklyn,NY,,,United States,18.0,2020-10-29,0.0
001PY00000feXEqYAM,Brooklyn,NY,,,United States,15.54,2023-04-11,0.0
001PY00000feXF1YAM,Brooklyn,NY,,,United States,220.0,2025-07-13,1.0
001PY00000feXF8YAM,Rhinebeck,NY,,,United States,75.0,2021-06-29,0.0
001PY00000feXQwYAM,Auburn,NU,,,United States,200.0,2024-12-09,1.0
001PY00000feXdiYAE,New York,NY,,,United States,1375.0,2024-02-18,0.0
001PY00000feXdmYAE,Palisades,NY,,,United States,1100.0,2023-12-22,0.0
001PY00000feXdoYAE,Ravena,NY,,,United States,736.75,2025-10-13,38.0
001PY00000feXdqYAE,Hastings-on-Hudson,NY,,,United States,175.0,2024-12-28,1.0
001PY00000feXdsYAE,New Rochelle,NY,,,United States,570.0,2025-04-20,13.0
001PY00000feXdwYAE,Hudson,NY,,,United States,75.0,2021-12-19,0.0
001PY00000feXdxYAE,Irvington,NY,,,United States,575.0,2025-10-13,19.0
001PY00000feXdyYAE,Little Silver,NJ,,,United States,1300.0,2024-12-11,1.0
001PY00000feXe1YAE,Garrison,NY,,,United States,3000.0,2022-12-22,0.0
001PY00000feXe2YAE,Palisades,NY,,,United States,1735.0,2024-12-02,1.0
001PY00000feXe3YAE,Cold Spring,NY,,,United States,100.0,2020-01-17,0.0
001PY00000feXe7YAE,Rochester,NY,,,United States,150.0,2020-12-30,0.0
001PY00000feXeAYAU,New York,NY,,,United States,453.62,2022-12-31,0.0
001PY00000feXeCYAU,Ardsley,NY,,,United States,1350.0,2025-01-06,1.0
001PY00000feXeGYAU,Brooklyn,NY,,,United States,260.0,2024-12-22,1.0
001PY00000feXeHYAU,Hastings-on-Hudson,NY,,,United States,350.0,2023-12-31,0.0
001PY00000feXeNYAU,Rhinebeck,NY,,,United States,1230.0,2024-06-11,1.0
001PY00000feXeOYAU,Brooklyn,NY,,,United States,50.0,2024-10-15,1.0
001PY00000feXePYAU,Pomona,NY,,,United States,690.0,2021-12-28,0.0
001PY00000feXeVYAU,Stillwater,NY,,,United States,15.0,2022-01-01,0.0
001PY00000feXebYAE,Watervliet,NY,,,United States,585.0,2022-11-02,0.0
001PY00000feXepYAE,Brooklyn,NY,,,United States,20.7,2020-09-17,0.0
001PY00000feXerYAE,Flushing,NY,,,United States,50.0,2024-05-29,1.0
001PY00000feXevYAE,Jersey City,NJ,,,United States,150.0,2021-12-09,0.0
001PY00000feXewYAE,Brooklyn,NY,,,United States,450.0,2021-11-30,0.0
001PY00000feXf8YAE,Brooklyn,NY,,,United States,57.33,2023-06-16,0.0
001PY00000feXf9YAE,new york,NY,,,United States,25.0,2022-12-31,0.0
001PY00000feXsDYAU,South Pasadena,CA,,,United States,5035.0,2022-04-20,0.0
001PY00000feXsRYAU,Worthington,MA,,,United States,3021.9,2021-11-05,0.0
001PY00000feXskYAE,Hastings-on-Hudson,NY,,,United States,2664.0,2022-01-10,0.0
001PY00000feXsmYAE,Highland Mills,NY,,,United States,535.0,2024-09-16,2.0
001PY00000feXsoYAE,New Paltz,NY,,,United States,15014.62,2025-05-05,4.0
001PY00000feXsqYAE,Nyack,NY,,,United States,24010.08,2020-12-31,0.0
001PY00000feXsyYAE,Poughkeepsie,NY,,,United States,1850.0,2025-02-10,1.0
001PY00000feXtLYAU,West Tisbury,MA,,,United States,24136.5,2024-12-29,1.0
001PY00000feXtNYAU,Piermont,NY,,,United States,1336.5,2025-08-13,1.0
001PY00000feXtYYAU,Montebello,NY,,,United States,6900.0,2021-03-15,0.0
001PY00000feXtaYAE,Yonkers,NY,,,United States,115.0,2024-12-27,1.0
001PY00000feXtcYAE,Poughkeepsie,NY,,,United States,1655.0,2025-10-09,3.0
001PY00000feXtdYAE,Gansevoort,NY,,,United States,1619.74,2023-05-08,0.0
001PY00000feYIGYA2,Rhinebeck,NY,,,United States,250.01,2024-02-26,0.0
001PY00000feYIHYA2,Rhinebeck,NY,,,United States,1000.0,2023-06-12,0.0
001PY00000feYIQYA2,Sleepy Hollow,NY,,,United States,200.0,2024-12-24,1.0
001PY00000feYIVYA2,Stuyvesant,NY,,,United States,145.0,2025-09-20,18.0
001PY00000feYQBYA2,Croton-on-Hudson,NY,,,United States,1568.0,2025-10-09,20.0
001PY00000feYQKYA2,Ossining,NY,,,United States,141.5,2025-10-16,2.0
001PY00000feYQmYAM,Beacon,NY,,,United States,100.0,2021-12-23,0.0
001PY00000feYR1YAM,Poughkeepsie,NY,,,United States,50.0,2021-11-29,0.0
001PY00000feYR9YAM,Miami Beach,FL,,,United States,150.0,2021-03-25,0.0
001PY00000feYRCYA2,,,,,United States,60.0,2021-10-08,0.0
001PY00000feYRDYA2,Ossining,NY,,,United States,100.0,2021-11-30,0.0
001PY00000feYeZYAU,Astoria,NY,,,United States,2260.0,2024-12-31,1.0
001PY00000feYejYAE,Chatham,NY,,,United States,695.0,2021-03-05,0.0
001PY00000feYerYAE,Nyack,NY,,,United States,2122.04,2025-10-07,4.0
001PY00000feYesYAE,Bellport,NY,,,United States,805.0,2025-03-24,2.0
001PY00000feYf0YAE,Haverstraw,NY,,,United States,705.0,2023-08-25,0.0
001PY00000feYf1YAE,New York,NY,,,United States,160.0,2023-07-03,0.0
001PY00000feYf2YAE,Irvington,NY,,,United States,565.0,2024-12-10,2.0
001PY00000feYf9YAE,Old Greenwich,CT,,,United States,921.07,2024-12-31,1.0
001PY00000feYfFYAU,Spring Valley,NY,,,United States,365.0,2023-12-28,0.0
001PY00000feYfHYAU,Staten Island,NY,,,United States,320.0,2024-07-22,1.0
001PY00000feYfJYAU,Brooklyn,NY,,,United States,320.0,2020-12-28,0.0
001PY00000feYfMYAU,Tuckahoe,NY,,,United States,1950.0,2020-04-22,0.0
001PY00000feYfPYAU,Larchmont,NY,,,United States,1265.0,2024-07-22,1.0
001PY00000feYfSYAU,Croton-on-Hudson,NY,,,United States,700.0,2025-10-08,2.0
001PY00000feYfTYAU,Mount Vernon,NY,,,United States,145.0,2020-12-10,0.0
001PY00000feYfXYAU,Tarrytown,NY,,,United States,350.0,2020-12-31,0.0
001PY00000feYfbYAE,Monroe,NY,,,United States,625.0,2025-07-11,2.0
001PY00000feYffYAE,Beacon,NY,,,United States,220.0,2024-12-02,1.0
001PY00000feYfhYAE,Pleasantville,NY,,,United States,3300.0,2024-12-03,1.0
001PY00000feYfkYAE,Spring Valley,NY,,,United States,803.0,2024-12-27,1.0
001PY00000feYfoYAE,Saugerties,NY,,,United States,692.5,2024-12-27,1.0
001PY00000feYfrYAE,Brooklyn,NY,,,United States,490.0,2024-03-11,0.0
001PY00000feYfwYAE,Brooklyn,NY,,,United States,937.64,2023-07-06,0.0
001PY00000feYfyYAE,New York,NY,,,United States,250.0,2023-06-23,0.0
001PY00000feYg0YAE,Croton-on-Hudson,NY,,,United States,330.0,2023-07-14,0.0
001PY00000feYg1YAE,Thornwood,NY,,,United States,235.0,2022-01-05,0.0
001PY00000feZ4qYAE,New York,NY,,,United States,18170.0,2024-12-23,1.0
001PY00000feZ5YYAU,Briarcliff Manor,NY,,,United States,66155.0,2024-12-23,3.0
001PY00000feZ5gYAE,Pleasantville,NY,,,United States,1142500.0,2025-04-22,6.0
001PY00000feZ5kYAE,Irvington,NY,,,United States,530.0,2020-12-31,0.0
001PY00000feZ5nYAE,New York,NY,,,United States,1415.0,2024-12-11,1.0
001PY00000feZ5sYAE,New York,NY,,,United States,2300.0,2024-12-11,1.0
001PY00000fea26YAA,,,,,United States,80.0,2022-05-17,0.0
001PY00000fea27YAA,,,,,United States,40.0,2022-05-17,0.0
001PY00000fea28YAA,,,,,United States,120.0,2023-05-16,0.0
001PY00000fea29YAA,Santa Fe,NM,,,United States,80.0,2023-05-16,0.0
001PY00000fea2AYAQ,,,,,United States,5.0,2022-05-17,0.0
001PY00000fea2BYAQ,Hempstead,NY,,,United States,40.0,2022-05-17,0.0
001PY00000fea2CYAQ,New York,NY,,,United States,75.75,2025-09-30,1.0
001PY00000fea2DYAQ,,,,,United States,40.0,2022-05-17,0.0
001PY00000fea2EYAQ,,,,,United States,40.0,2022-05-17,0.0
001PY00000fea2FYAQ,,,,,United States,80.0,2025-05-13,1.0
001PY00000fea2GYAQ,,,,,United States,80.0,2022-05-17,0.0
001PY00000fea2HYAQ,,,,,United States,40.0,2022-05-17,0.0
001PY00000fea2IYAQ,,,,,United States,80.0,2022-05-17,0.0
001PY00000fea2JYAQ,,,,,United States,40.0,2022-05-17,0.0
001PY00000fea2KYAQ,,,,,United States,80.0,2022-05-17,0.0
001PY00000fea2LYAQ,,,,,United States,40.0,2022-05-17,0.0
001PY00000fea2MYAQ,Dobbs Ferry,NY,,,United States,50.0,2022-01-03,0.0
001PY00000fea2NYAQ,,,,,United States,40.0,2022-05-17,0.0
001PY00000fea2OYAQ,,,,,United States,40.0,2022-05-17,0.0
001PY00000fea2PYAQ,,,,,United States,80.0,2024-05-14,1.0
001PY00000fea2QYAQ,Wrightstown,NJ,,,United States,200.0,2022-05-17,0.0
001PY00000fea2RYAQ,Garden City,NY,,,United States,45.0,2022-05-17,0.0
001PY00000fea2SYAQ,Shenandoah,PA,,,United States,45.0,2022-05-17,0.0
001PY00000fea2TYAQ,Glen Rock,NJ,,,United States,75.0,2022-05-17,0.0
001PY00000fea2UYAQ,Bridgton,ME,,,United States,46.63,2022-05-17,0.0
001PY00000fea2VYAQ,New York,NY,,,United States,46.63,2022-05-17,0.0
001PY00000fea2XYAQ,New York,NY,,,United States,45.0,2022-05-17,0.0
001PY00000fea2YYAQ,White Plains,NY,,,United States,10.0,2022-05-17,0.0
001PY00000fea2ZYAQ,West Hempstead,NY,,,United States,125.0,2024-03-22,0.0
001PY00000fea2aYAA,Flagler Beach,FL,,,United States,5.18,2022-05-17,0.0
001PY00000fea2bYAA,Glen Oaks,NY,,,United States,5.0,2022-05-17,0.0
001PY00000fea2cYAA,Prescott,AZ,,,United States,58.03,2022-05-17,0.0
001PY00000fea2dYAA,New York,NY,,,United States,10.0,2022-05-17,0.0
001PY00000fea2eYAA,,,,,United States,80.0,2022-05-17,0.0
001PY00000fea2fYAA,Larchmont,NY,,,United States,120.0,2025-05-13,1.0
001PY00000fea2gYAA,Indianapolis,IN,,,United States,10.0,2022-02-06,0.0
001PY00000fea2hYAA,New Milford,CT,,,United States,120.0,2022-05-17,0.0
001PY00000fea2iYAA,Atlantic Highlands,NJ,,,United States,50.0,2022-05-17,0.0
001PY00000fea2jYAA,,,,,United States,40.0,2022-05-17,0.0
001PY00000fea2kYAA,,,,,United States,40.0,2022-05-17,0.0
001PY00000fea2lYAA,Rockville Center,NY,,,United States,40.0,2022-05-17,0.0
001PY00000fea2mYAA,New York,NY,,,United States,40.0,2022-05-17,0.0
001PY00000fea2nYAA,,,,,United States,40.0,2022-05-17,0.0
001PY00000fea2oYAA,Holmdel,NJ,,,United States,80.0,2023-05-16,0.0
001PY00000fea2pYAA,,,,,United States,40.0,2022-05-17,0.0
001PY00000fea2rYAA,,,,,United States,40.0,2022-05-17,0.0
001PY00000fea2sYAA,Port Washington,NY,,,United States,40.0,2022-05-17,0.0
001PY00000fea2tYAA,Wilmington,DE,,,United States,80.0,2024-05-14,1.0
001PY00000fea2uYAA,Sea Cliff,NY,,,United States,10.0,2022-05-17,0.0
001PY00000fea2vYAA,Brooklyn,NY,,,United States,40.0,2022-05-17,0.0
001PY00000fea2wYAA,Brooklyn,NY,,,United States,121.2,2025-05-13,1.0
001PY00000fea2xYAA,New York,NY,,,United States,40.0,2022-05-17,0.0
001PY00000fea2yYAA,New York,NY,,,United States,40.0,2022-05-17,0.0
001PY00000fea2zYAA,,,,,United States,80.0,2023-04-26,0.0
001PY00000fea30YAA,Mastic Beach,NY,,,United States,40.0,2022-05-17,0.0
001PY00000fea32YAA,Lindenhurst,NY,,,United States,40.0,2022-05-17,0.0
001PY00000fea33YAA,,,,,United States,40.0,2022-05-17,0.0
001PY00000fea34YAA,New York,NY,,,United States,40.0,2022-05-17,0.0
001PY00000fea35YAA,,,,,United States,40.0,2022-05-17,0.0
001PY00000fea36YAA,,,,,United States,40.0,2022-05-17,0.0
001PY00000fea37YAA,Altamont,NY,,,United States,40.0,2022-05-17,0.0
001PY00000fea38YAA,Minneapolis,MN,,,United States,40.0,2022-05-17,0.0
001PY00000fea39YAA,Thornwood,NY,,,United States,120.0,2022-05-16,0.0
001PY00000fea3AYAQ,New York,NY,,,United States,40.0,2022-05-17,0.0
001PY00000fea3BYAQ,,,,,United States,80.0,2025-05-20,1.0
001PY00000fea3CYAQ,,,,,United States,40.0,2022-05-17,0.0
001PY00000fea3DYAQ,Rockville Centre,NY,,,United States,40.0,2022-05-17,0.0
001PY00000fea3EYAQ,,,,,United States,80.0,2024-05-14,1.0
001PY00000fea3FYAQ,,,,,United States,40.0,2022-05-17,0.0
001PY00000fea3GYAQ,Brooklyn,NY,,,United States,40.0,2022-05-17,0.0
001PY00000fea3HYAQ,San Francisco,CA,,,United States,40.0,2022-05-17,0.0
001PY00000fea3IYAQ,,,,,United States,40.0,2022-05-17,0.0
001PY00000fea3JYAQ,Scarsdale,NY,,,United States,40.0,2022-05-17,0.0
001PY00000fea3KYAQ,New York,NY,,,United States,40.0,2022-05-17,0.0
001PY00000fea3LYAQ,,,,,United States,40.0,2022-05-17,0.0
001PY00000fea3MYAQ,,,,,United States,40.0,2022-05-17,0.0
001PY00000fea3NYAQ,,,,,United States,40.0,2022-05-17,0.0
001PY00000fea3OYAQ,,,,,United States,40.0,2022-05-17,0.0
001PY00000fea3PYAQ,,,,,United States,40.0,2022-05-17,0.0
001PY00000fea3QYAQ,New york,NY,,,United States,90.0,2023-05-16,0.0
001PY00000fea3RYAQ,,OR,,,United States,40.0,2022-05-17,0.0
001PY00000fea3SYAQ,,,,,United States,40.0,2022-05-17,0.0
001PY00000fea3TYAQ,,,,,United States,40.0,2022-05-17,0.0
001PY00000fea3UYAQ,New York,NY,,,United States,40.0,2022-05-17,0.0
001PY00000fea3VYAQ,,,,,United States,40.0,2022-05-17,0.0
001PY00000fea3WYAQ,,,,,United States,40.0,2022-05-17,0.0
001PY00000fea3XYAQ,New York,NY,,,United States,40.0,2022-05-17,0.0
001PY00000fea3YYAQ,,,,,United States,40.0,2022-05-17,0.0
001PY00000feaLbYAI,Pleasantville,NY,,,United States,690.0,2020-12-11,0.0
001PY00000feaLeYAI,Garnerville,NY,,,United States,1285.0,2024-12-18,1.0
001PY00000feaLgYAI,Croton-on-Hudson,NY,,,United States,170.0,2021-03-02,0.0
001PY00000feaLiYAI,New York,NY,,,United States,355.0,2020-04-27,0.0
001PY00000feaMkYAI,New City,NY,,,United States,305.0,2025-07-09,3.0
001PY00000feaMmYAI,Garrison,NY,,,United States,605.0,2021-12-28,0.0
001PY00000feaMoYAI,Croton-on-Hudson,NY,,,United States,583.18,2024-11-30,1.0
001PY00000feaMpYAI,Brooklyn,NY,,,United States,1500.0,2024-12-31,1.0
001PY00000feaVDYAY,Callicoon Center,NY,,,United States,300.0,2020-08-24,0.0
001PY00000feaVGYAY,Wilton,CT,,,United States,70.0,2022-09-22,0.0
001PY00000feaVKYAY,Brooklyn,NY,,,United States,1632.0,2021-06-21,0.0
001PY00000feaVaYAI,West Orange,NJ,,,United States,375.0,2021-11-28,0.0
001PY00000feaVeYAI,Sleepy Hollow,NY,,,United States,19950.0,2025-06-09,2.0
001PY00000feaVpYAI,Nyack,NY,,,United States,850.0,2021-05-11,0.0
001PY00000feaVrYAI,Edgewater,NJ,,,United States,189.1,2021-05-19,0.0
001PY00000feaWAYAY,Glenford,NY,,,United States,820.0,2022-07-18,0.0
001PY00000feaWNYAY,Brooklyn,NY,,,United States,1988.75,2021-01-15,0.0
001PY00000featHYAQ,Warwick,RI,,,United States,26400.0,2023-12-13,0.0
001PY00000featMYAQ,Newburgh,NY,,,United States,7985.0,2025-09-28,18.0
001PY00000featNYAQ,Bronx,NY,,,United States,2100.0,2023-12-30,0.0
001PY00000featTYAQ,Croton-on-Hudson,NY,,,United States,355.0,2023-12-22,0.0
001PY00000featYYAQ,West Nyack,NY,,,United States,135.0,2024-08-08,1.0
001PY00000feataYAA,Briarcliff Manor,NY,,,United States,155.0,2022-07-18,0.0
