Account ID        , City                          , County                                   , State         , Country      , Total Gifts (All Time), Last Gift Date, Number of Gifts Past 18 Months, Location                                  , OriginalLocation      , ResolvedCity                  , Latitude  , Longitude   , LocalArea
001PY00000ff3SZYAY, Village of Croton-on-Hudson   , Westchester                              , New York      , United States,                2215.0 , 2025-10-02    ,                           24.0, "Village of Croton-on-Hudson, New York"   , Croton-On-Hudson      , Village of Croton-on-Hudson   , 41.2088215, -73.8905175 , 
001PY00000ff3ScYAI, New York City                 , Queens                                   , New York      , United States,                 625.0 , 2023-07-15    ,                            0.0, "New York City, New York"                 , East Elmhurst         , City of New York              , 40.7612123, -73.8651358 , 
001PY00000ff3SdYAI, Town of Hyde Park             , Nassau                                   , New York      , United States,                 720.0 , 2023-10-12    ,                            0.0, "Town of Hyde Park, New York"             , Hyde Park             , Town of Hyde Park             , 41.7841956, -73.9373912 , 
001PY00000ff3SgYAI, New York City                 , The Bronx                                , New York      , United States,                 670.0 , 2025-09-10    ,                            2.0, "New York City, New York"                 , Bronx                 , City of New York              , 40.8466508, -73.8785937 , 
001PY00000ff3ShYAI, New York City                 , The Bronx                                , New York      , United States,                  24.0 , 2020-12-29    ,                            0.0, "New York City, New York"                 , Spuyten Duyvil        , City of New York              , 40.8745624, -73.9217153 , 
001PY00000ff3SjYAI, New York City                 ,                                          , New York      , United States,                 350.0 , 2024-01-05    ,                            0.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ff3SnYAI, Village of Ossining           , Westchester                              , New York      , United States,                 235.0 , 2024-12-31    ,                            1.0, "Village of Ossining, New York"           , Ossining              , Village of Ossining           , 41.1613168, -73.8620367 , 
001PY00000ff3TDYAY, New York City                 , The Bronx                                , New York      , United States,                2707.0 , 2020-12-27    ,                            0.0, "New York City, New York"                 , Bronx                 , City of New York              , 40.8466508, -73.8785937 , 
001PY00000ff3TIYAY, City of Poughkeepsie          , Dutchess                                 , New York      , United States,                1465.0 , 2022-01-28    ,                            0.0, "City of Poughkeepsie, New York"          , Poughkeepsie          , City of Poughkeepsie          , 41.7065539, -73.9283672 , 
001PY00000ff3TPYAY, New York City                 ,                                          , New York      , United States,                1410.0 , 2022-12-30    ,                            0.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ff3TcYAI, Town of Rhinebeck             , Dutchess                                 , New York      , United States,                3345.0 , 2024-09-27    ,                            1.0, "Town of Rhinebeck, New York"             , Rhinebeck             , Town of Rhinebeck             , 41.9267604, -73.912763  , 
001PY00000ff3TdYAI, New York City                 , Queens                                   , New York      , United States,                 500.0 , 2025-07-21    ,                            2.0, "New York City, New York"                 , Elmhurst              , City of New York              , 40.7365804, -73.8783932 , 
001PY00000ff3TmYAI, New York City                 ,                                          , New York      , United States,                1965.0 , 2023-07-06    ,                            0.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ff3WzYAI, Town of Lewisboro             , Westchester                              , New York      , United States,                5894.15, 2022-11-29    ,                            0.0, "Town of Lewisboro, New York"             , South Salem           , Town of Lewisboro             , 41.2738221, -73.5561711 , 
001PY00000ff3XBYAY, City of Yonkers               , Westchester                              , New York      , United States,                 230.0 , 2021-07-26    ,                            0.0, "City of Yonkers, New York"               , Yonkers               , City of Yonkers               , 40.9312099, -73.8987469 , 
001PY00000ff3XCYAY, Village of Ossining           , Westchester                              , New York      , United States,                 800.0 , 2021-12-29    ,                            0.0, "Village of Ossining, New York"           , Ossining              , Village of Ossining           , 41.1613168, -73.8620367 , 
001PY00000ff3XvYAI, Village of Hastings-on-Hudson , Westchester                              , New York      , United States,                 165.0 , 2021-01-25    ,                            0.0, "Village of Hastings-on-Hudson, New York" , Hastings-On-Hudson    , Village of Hastings-on-Hudson , 40.9946622, -73.8785922 , 
001PY00000ff3YYYAY, Town of Somers                , Westchester                              , New York      , United States,                 240.0 , 2021-12-31    ,                            0.0, "Town of Somers, New York"                , Somers                , Town of Somers                , 41.3280884, -73.685745  , 
001PY00000ff3YZYAY, New York City                 , Staten Island                            , New York      , United States,                  70.0 , 2021-11-30    ,                            0.0, "New York City, New York"                 , Staten Island         , City of New York              , 40.5834557, -74.1496048 , 
001PY00000ff3ikYAA, New York City                 ,                                          , New York      , United States,                 500.0 , 2020-06-08    ,                            0.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ff3irYAA, Oakland                       , Bergen                                   , New Jersey    , United States,                 745.0 , 2025-06-26    ,                            1.0, "Oakland, New Jersey"                     , Oakland               , Oakland                       , 41.0220483, -74.2430988 , 
001PY00000ff3iyYAA, Village of Sleepy Hollow      , Westchester                              , New York      , United States,                3245.0 , 2025-05-15    ,                            1.0, "Village of Sleepy Hollow, New York"      , Sleepy Hollow         , Village of Sleepy Hollow      , 41.085652 , -73.8584684 , 
001PY00000ff3j0YAA, New York City                 , The Bronx                                , New York      , United States,                 175.0 , 2024-05-03    ,                            1.0, "New York City, New York"                 , Bronx                 , City of New York              , 40.8466508, -73.8785937 , 
001PY00000ff3j6YAA, City of Poughkeepsie          , Dutchess                                 , New York      , United States,                 285.0 , 2024-08-13    ,                            1.0, "City of Poughkeepsie, New York"          , Poughkeepsie          , City of Poughkeepsie          , 41.7065539, -73.9283672 , 
001PY00000ff3j8YAA, Town of Rosendale             , Ulster                                   , New York      , United States,                 535.0 , 2020-07-31    ,                            0.0, "Town of Rosendale, New York"             , Cottekill             , Town of Rosendale             , 41.853392 , -74.106082  , 
001PY00000ff3jJYAQ, Town of Putnam Valley         , Putnam                                   , New York      , United States,                 835.0 , 2025-06-07    ,                           14.0, "Town of Putnam Valley, New York"         , Putnam Valley         , Town of Putnam Valley         , 41.3359272, -73.8740252 , 
001PY00000ff3jQYAQ, New York City                 ,                                          , New York      , United States,                 625.0 , 2020-12-10    ,                            0.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ff3jTYAQ, New York City                 ,                                          , New York      , United States,                4556.62, 2025-09-17    ,                            2.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ff3jUYAQ, New York City                 , Queens                                   , New York      , United States,                6035.0 , 2025-07-02    ,                            1.0, "New York City, New York"                 , Douglaston            , City of New York              , 40.768358 , -73.7492477 , 
001PY00000ff3jYYAQ, Town of Plattekill            , Ulster                                   , New York      , United States,                 550.0 , 2023-03-17    ,                            0.0, "Town of Plattekill, New York"            , Clintondale           , Town of Plattekill            , 41.692102 , -74.043616  , 
001PY00000ff3jbYAA, New York City                 , The Bronx                                , New York      , United States,               10260.06, 2024-12-13    ,                            1.0, "New York City, New York"                 , Bronx                 , City of New York              , 40.8466508, -73.8785937 , 
001PY00000ff3jfYAA, New York City                 ,                                          , New York      , United States,                2100.0 , 2024-12-12    ,                            1.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ff3jhYAA,                               , Union                                    , New Jersey    , United States,                2020.0 , 2024-05-16    ,                            1.0, New Jersey                                , Union                 ,                               , 40.6652251, -74.3045277 , 
001PY00000ff3jjYAA, New York City                 , The Bronx                                , New York      , United States,                 355.0 , 2022-07-06    ,                            0.0, "New York City, New York"                 , Bronx                 , City of New York              , 40.8466508, -73.8785937 , 
001PY00000ff3jkYAA, New York City                 ,                                          , New York      , United States,                 439.84, 2022-08-03    ,                            0.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ff3jpYAA, New York City                 ,                                          , New York      , United States,                  82.0 , 2020-12-10    ,                            0.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ff3juYAA, Village of Ossining           , Westchester                              , New York      , United States,                  85.0 , 2020-09-28    ,                            0.0, "Village of Ossining, New York"           , Ossining              , Village of Ossining           , 41.1613168, -73.8620367 , 
001PY00000ff3lXYAQ, New York City                 , The Bronx                                , New York      , United States,                 455.0 , 2025-08-07    ,                            1.0, "New York City, New York"                 , Melrose               , City of New York              , 40.8256703, -73.9152416 , 
001PY00000ff3leYAA, New York City                 ,                                          , New York      , United States,                1300.0 , 2023-12-06    ,                            0.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ff3lkYAA, New York City                 ,                                          , New York      , United States,                 234.85, 2022-12-31    ,                            0.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ff3lmYAA, New York City                 ,                                          , New York      , United States,                1210.17, 2025-02-05    ,                            6.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ff3lnYAA, Fairfield                     , Greater Bridgeport Planning Region       , Connecticut   , United States,                1540.0 , 2021-04-19    ,                            0.0, "Fairfield, Connecticut"                  , Southport             , Fairfield                     , 41.1367025, -73.2835638 , 
001PY00000ff3lrYAA, New York City                 ,                                          , New York      , United States,                1480.0 , 2021-02-08    ,                            0.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ff3m3YAA, Village of Washingtonville    , Orange                                   , New York      , United States,                4030.0 , 2021-12-31    ,                            0.0, "Village of Washingtonville, New York"    , Washingtonville       , Village of Washingtonville    , 41.4278716, -74.1659798 , 
001PY00000ff3m8YAA, Bridgewater                   , Western Connecticut Planning Region      , Connecticut   , United States,                8730.0 , 2023-10-26    ,                            0.0, "Bridgewater, Connecticut"                , Bridgewater           , Bridgewater                   , 41.5350949, -73.3662305 , 
001PY00000ff3mAYAQ, Town of Somers                , Westchester                              , New York      , United States,                 595.0 , 2025-09-30    ,                           18.0, "Town of Somers, New York"                , Granite Springs       , Town of Somers                , 41.3103717, -73.757355  , 
001PY00000ff3mCYAQ, New York City                 , Brooklyn                                 , New York      , United States,                 510.0 , 2024-08-07    ,                            1.0, "New York City, New York"                 , Brooklyn              , City of New York              , 40.6526006, -73.9497211 , 
001PY00000ff3mEYAQ, Village of Hastings-on-Hudson , Westchester                              , New York      , United States,                2343.95, 2025-09-24    ,                           17.0, "Village of Hastings-on-Hudson, New York" , Hastings-On-Hudson    , Village of Hastings-on-Hudson , 40.9946622, -73.8785922 , 
001PY00000ff3mIYAQ, Town of East Fishkill         , Dutchess                                 , New York      , United States,                 551.81, 2025-01-21    ,                            1.0, "Town of East Fishkill, New York"         , Hopewell Junction     , Town of East Fishkill         , 41.5810881, -73.8106688 , 
001PY00000ff3mSYAQ, Branford                      , South Central Connecticut Planning Region, Connecticut   , United States,                1500.0 , 2020-08-04    ,                            0.0, "Branford, Connecticut"                   , Branford              , Branford                      , 41.2795414, -72.8150989 , 
001PY00000ff3mVYAQ, Village of Brewster           , Putnam                                   , New York      , United States,                 495.0 , 2023-12-31    ,                            0.0, "Village of Brewster, New York"           , Brewster              , Village of Brewster           , 41.3972985, -73.6165288 , 
001PY00000ff3mYYAQ, City of Poughkeepsie          , Dutchess                                 , New York      , United States,                 795.0 , 2020-02-21    ,                            0.0, "City of Poughkeepsie, New York"          , Poughkeepsie          , City of Poughkeepsie          , 41.7065539, -73.9283672 , 
001PY00000ff3maYAA, Village of Cold Spring        , Putnam                                   , New York      , United States,                3807.47, 2022-05-06    ,                            0.0, "Village of Cold Spring, New York"        , Cold Spring           , Village of Cold Spring        , 41.4200938, -73.9545831 , 
001PY00000ff3mcYAA, Village of Rye Brook          , Westchester                              , New York      , United States,               19550.0 , 2024-11-24    ,                            2.0, "Village of Rye Brook, New York"          , Rye Brook             , Village of Rye Brook          , 41.0192641, -73.6834621 , 
001PY00000ff3mgYAA, Town of Austerlitz            , Columbia                                 , New York      , United States,               22850.0 , 2024-12-11    ,                            1.0, "Town of Austerlitz, New York"            , Spencertown           , Town of Austerlitz            , 42.3234196, -73.5459487 , 
001PY00000ff3mlYAA, Village of Irvington          , Westchester                              , New York      , United States,                 245.0 , 2024-12-10    ,                            1.0, "Village of Irvington, New York"          , Irvington             , Village of Irvington          , 41.0398662, -73.872717  , 
001PY00000ff3mzYAA, New York City                 ,                                          , New York      , United States,                 725.0 , 2023-12-31    ,                            0.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ff3n0YAA, New York City                 , Orange                                   , New York      , United States,                 600.0 , 2023-09-10    ,                            0.0, "New York City, New York"                 , Middletown            , City of New York              , 40.8397222, -73.8316667 , 
001PY00000ff3n3YAA, Village of Nyack              , Rockland                                 , New York      , United States,                 930.0 , 2024-12-16    ,                            1.0, "Village of Nyack, New York"              , Nyack                 , Village of Nyack              , 41.091121 , -73.9196794 , 
001PY00000ff3nIYAQ, Tappan                        , Rockland                                 , New York      , United States,                 425.0 , 2021-04-15    ,                            0.0, "Tappan, New York"                        , Tappan                , Tappan                        , 41.0248325, -73.9504523 , 
001PY00000ff3qMYAQ, Town of Saugerties            , Ulster                                   , New York      , United States,                 295.0 , 2022-12-30    ,                            0.0, "Town of Saugerties, New York"            , Saugerties            , Town of Saugerties            , 42.0775906, -73.9529126 , 
001PY00000ff3quYAA, Town of Pelham                , Westchester                              , New York      , United States,                 730.0 , 2022-12-27    ,                            0.0, "Town of Pelham, New York"                , Pelham                , Town of Pelham                , 40.9098215, -73.8079111 , 
001PY00000ff3rDYAQ, New York City                 ,                                          , New York      , United States,                4668.63, 2024-05-16    ,                            1.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ff3rJYAQ, New York City                 ,                                          , New York      , United States,                 655.0 , 2020-12-15    ,                            0.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ff3rKYAQ, New York City                 ,                                          , New York      , United States,                3050.0 , 2023-12-31    ,                            0.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ff3rNYAQ, City of White Plains          , Westchester                              , New York      , United States,                 672.0 , 2025-01-06    ,                            1.0, "City of White Plains, New York"          , White Plains          , City of White Plains          , 41.0339862, -73.7629097 , 
001PY00000ff3rdYAA, Pearl River                   , Rockland                                 , New York      , United States,                 395.0 , 2023-12-12    ,                            0.0, "Pearl River, New York"                   , Pearl River           , Pearl River                   , 41.0556645, -74.0076276 , 
001PY00000ff3reYAA, Town of Haverstraw            , Rockland                                 , New York      , United States,                 260.0 , 2020-06-08    ,                            0.0, "Town of Haverstraw, New York"            , Pomona                , Town of Haverstraw            , 41.189153 , -74.054249  , 
001PY00000ff3rfYAA, Village of Tarrytown          , Westchester                              , New York      , United States,                 775.0 , 2024-12-30    ,                            1.0, "Village of Tarrytown, New York"          , Tarrytown             , Village of Tarrytown          , 41.0762077, -73.8587461 , 
001PY00000ff3rlYAA, Town of Beekman               , Dutchess                                 , New York      , United States,                 665.0 , 2025-01-06    ,                            1.0, "Town of Beekman, New York"               , Poughquag             , Town of Beekman               , 41.6089826, -73.6817957 , 
001PY00000ff3rmYAA, Town of Bedford               , Westchester                              , New York      , United States,                1219.9 , 2025-09-28    ,                            7.0, "Town of Bedford, New York"               , Katonah               , Town of Bedford               , 41.2558715, -73.6847453 , 
001PY00000ff3rnYAA, Village of Irvington          , Westchester                              , New York      , United States,                 855.0 , 2020-09-10    ,                            0.0, "Village of Irvington, New York"          , Irvington             , Village of Irvington          , 41.0398662, -73.872717  , 
001PY00000ff3rsYAA, Village of Ossining           , Westchester                              , New York      , United States,                 595.0 , 2023-04-18    ,                            0.0, "Village of Ossining, New York"           , Ossining              , Village of Ossining           , 41.1613168, -73.8620367 , 
001PY00000ff3s2YAA, City of Schenectady           , Schenectady County                       , New York      , United States,                1935.0 , 2023-05-24    ,                            0.0, "City of Schenectady, New York"           , Schenectady           , City of Schenectady           , 42.8142432, -73.9395687 , 
001PY00000ff3s4YAA, Village of Ossining           , Westchester                              , New York      , United States,                 620.0 , 2022-12-26    ,                            0.0, "Village of Ossining, New York"           , Ossining              , Village of Ossining           , 41.1613168, -73.8620367 , 
001PY00000ff3s8YAA, New York City                 , Queens                                   , New York      , United States,                 290.0 , 2023-08-16    ,                            0.0, "New York City, New York"                 , Rego Park             , City of New York              , 40.722865 , -73.8621025 , 
001PY00000ff3sEYAQ, Town of New Paltz             , Ulster                                   , New York      , United States,                 215.0 , 2025-04-07    ,                            1.0, "Town of New Paltz, New York"             , New Paltz             , Town of New Paltz             , 41.7464972, -74.0844894 , 
001PY00000ff3vUYAQ, New York City                 ,                                          , New York      , United States,                 665.0 , 2024-12-27    ,                            1.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ff3vZYAQ, New York City                 ,                                          , New York      , United States,                2265.0 , 2025-06-23    ,                            2.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ff3vkYAA, New York City                 , Brooklyn                                 , New York      , United States,                 620.0 , 2025-10-20    ,                            3.0, "New York City, New York"                 , Brooklyn              , City of New York              , 40.6526006, -73.9497211 , 
001PY00000ff3w6YAA, New York City                 , Los Angeles                              , New York      , United States,                 500.0 , 2024-12-22    ,                            1.0, "New York City, New York"                 , Glendale              , City of New York              , 40.7014917, -73.8868028 , 
001PY00000ff3w8YAA, Village of Briarcliff Manor   , Westchester                              , New York      , United States,                 510.0 , 2022-12-23    ,                            0.0, "Village of Briarcliff Manor, New York"   , Briarcliff Manor      , Village of Briarcliff Manor   , 41.1456512, -73.8237456 , 
001PY00000ff3w9YAA, New York City                 ,                                          , New York      , United States,                 745.0 , 2024-03-25    ,                            0.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ff3wCYAQ, New York City                 ,                                          , New York      , United States,                1165.0 , 2020-02-21    ,                            0.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ff3wEYAQ, New York City                 ,                                          , New York      , United States,                 479.0 , 2024-12-04    ,                            1.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ff3wNYAQ, New York City                 , Brooklyn                                 , New York      , United States,                2750.0 , 2024-10-28    ,                            1.0, "New York City, New York"                 , Brooklyn              , City of New York              , 40.6526006, -73.9497211 , 
001PY00000ff3wOYAQ, New York City                 , The Bronx                                , New York      , United States,                 370.0 , 2023-08-28    ,                            0.0, "New York City, New York"                 , Bronx                 , City of New York              , 40.8466508, -73.8785937 , 
001PY00000ff3wVYAQ, New York City                 , Brooklyn                                 , New York      , United States,                1100.0 , 2024-12-30    ,                            1.0, "New York City, New York"                 , Brooklyn              , City of New York              , 40.6526006, -73.9497211 , 
001PY00000ff3wbYAA, New York City                 ,                                          , New York      , United States,                1103.0 , 2024-12-02    ,                            1.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ff3wgYAA, City of Mount Vernon          , Westchester                              , New York      , United States,                 790.0 , 2021-09-27    ,                            0.0, "City of Mount Vernon, New York"          , Mount Vernon          , City of Mount Vernon          , 40.9125085, -73.8386504 , 
001PY00000ff3wiYAA, Town of Mount Pleasant        , Westchester                              , New York      , United States,                 600.0 , 2021-03-15    ,                            0.0, "Town of Mount Pleasant, New York"        , Hawthorne             , Town of Mount Pleasant        , 41.1043985, -73.7975912 , 
001PY00000ff3wjYAA, Town of Somers                , Westchester                              , New York      , United States,                5980.0 , 2025-09-30    ,                            1.0, "Town of Somers, New York"                , Cortlandt Manor       , Town of Somers                , 41.2815783, -73.7131153 , 
001PY00000ff3wkYAA, New York City                 ,                                          , New York      , United States,                2443.0 , 2025-09-02    ,                            2.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ff3wmYAA, New York City                 , Brooklyn                                 , New York      , United States,                 323.0 , 2025-07-23    ,                            2.0, "New York City, New York"                 , Brooklyn              , City of New York              , 40.6526006, -73.9497211 , 
001PY00000ff3wnYAA, Waldwick                      , Bergen                                   , New Jersey    , United States,                 390.0 , 2021-12-30    ,                            0.0, "Waldwick, New Jersey"                    , Waldwick              , Waldwick                      , 41.0109281, -74.1182019 , 
001PY00000ff3wrYAA, Branchville                   , Sussex                                   , New Jersey    , United States,                 280.0 , 2023-03-17    ,                            0.0, "Branchville, New Jersey"                 , Branchville           , Branchville                   , 41.1464852, -74.7523874 , 
001PY00000ff3x0YAA, New York City                 ,                                          , New York      , United States,                 600.0 , 2024-12-30    ,                            1.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ff43HYAQ, Village of Croton-on-Hudson   , Westchester                              , New York      , United States,                  50.0 , 2020-06-09    ,                            0.0, "Village of Croton-on-Hudson, New York"   , Croton-On-Hudson      , Village of Croton-on-Hudson   , 41.2088215, -73.8905175 , 
001PY00000ff43KYAQ, City of Peekskill             , Westchester                              , New York      , United States,                1076.63, 2025-09-26    ,                           10.0, "City of Peekskill, New York"             , Peekskill             , City of Peekskill             , 41.289811 , -73.9204922 , 
001PY00000ff43SYAQ, Village of Suffern            , Rockland                                 , New York      , United States,                 200.0 , 2025-08-26    ,                            2.0, "Village of Suffern, New York"            , Suffern               , Village of Suffern            , 41.1151372, -74.1493948 , 
001PY00000ff43VYAQ, Town of Newfane               , Niagara                                  , New York      , United States,                 755.0 , 2025-02-24    ,                            2.0, "Town of Newfane, New York"               , Newfane               , Town of Newfane               , 43.286723 , -78.710312  , 
001PY00000ff43bYAA, New York City                 ,                                          , New York      , United States,                 286.0 , 2025-01-21    ,                            1.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ff43oYAA, New York City                 ,                                          , New York      , United States,               25036.27, 2024-12-31    ,                            1.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ff43qYAA, Town of Saugerties            , Ulster                                   , New York      , United States,                  28.0 , 2023-11-26    ,                            0.0, "Town of Saugerties, New York"            , Saugerties            , Town of Saugerties            , 42.0775906, -73.9529126 , 
001PY00000ff44AYAQ, New York City                 , Brooklyn                                 , New York      , United States,                 720.0 , 2025-09-10    ,                            2.0, "New York City, New York"                 , Brooklyn              , City of New York              , 40.6526006, -73.9497211 , 
001PY00000ff44IYAQ, Village of Walton             , Delaware                                 , New York      , United States,                1500.0 , 2020-05-31    ,                            0.0, "Village of Walton, New York"             , Walton                , Village of Walton             , 42.1695296, -75.1293351 , 
001PY00000ff44YYAQ, City of Albany                , Albany                                   , New York      , United States,                1185.0 , 2025-09-23    ,                            3.0, "City of Albany, New York"                , Albany                , City of Albany                , 42.6511674, -73.754968  , 
001PY00000ff44fYAA, Clifton                       , Passaic                                  , New Jersey    , United States,                 500.0 , 2024-12-27    ,                            1.0, "Clifton, New Jersey"                     , Clifton               , Clifton                       , 40.8584328, -74.1637553 , 
001PY00000ff44kYAA, New York City                 , Brooklyn                                 , New York      , United States,                 125.0 , 2023-09-30    ,                            0.0, "New York City, New York"                 , Brooklyn              , City of New York              , 40.6526006, -73.9497211 , 
001PY00000ff44mYAA, Village of Wappingers Falls   , Dutchess                                 , New York      , United States,                 610.0 , 2023-11-13    ,                            0.0, "Village of Wappingers Falls, New York"   , Wappingers Falls      , Village of Wappingers Falls   , 41.5965635, -73.9112103 , 
001PY00000ff44nYAA, New York City                 , Manhattan                                , New York      , United States,                8555.0 , 2024-09-17    ,                            1.0, "New York City, New York"                 , Astoria               , City of New York              , 40.7720145, -73.9302673 , 
001PY00000ff44xYAA, New York City                 , The Bronx                                , New York      , United States,                 525.0 , 2021-06-18    ,                            0.0, "New York City, New York"                 , Bronx                 , City of New York              , 40.8466508, -73.8785937 , 
001PY00000ff49nYAA, Village of Croton-on-Hudson   , Westchester                              , New York      , United States,                 102.12, 2023-06-27    ,                            0.0, "Village of Croton-on-Hudson, New York"   , Croton-On-Hudson      , Village of Croton-on-Hudson   , 41.2088215, -73.8905175 , 
001PY00000ff49rYAA, New York City                 ,                                          , New York      , United States,                 282.0 , 2022-06-06    ,                            0.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ff49sYAA, New York City                 ,                                          , New York      , United States,                1504.57, 2025-04-12    ,                           13.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ff49xYAA, New York City                 ,                                          , New York      , United States,                 118.0 , 2024-12-30    ,                            1.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ff49yYAA, Village of Pleasantville      , Westchester                              , New York      , United States,                 330.0 , 2022-12-26    ,                            0.0, "Village of Pleasantville, New York"      , Pleasantville         , Village of Pleasantville      , 41.1328736, -73.7926335 , 
001PY00000ff4A2YAI, Village of Kinderhook         , Columbia                                 , New York      , United States,                 125.0 , 2022-05-31    ,                            0.0, "Village of Kinderhook, New York"         , Kinderhook            , Village of Kinderhook         , 42.3953617, -73.6978983 , 
001PY00000ff4AAYAY, New York City                 , Brooklyn                                 , New York      , United States,                 425.0 , 2025-01-23    ,                            1.0, "New York City, New York"                 , Brooklyn              , City of New York              , 40.6526006, -73.9497211 , 
001PY00000ff4AEYAY, New York City                 , Staten Island                            , New York      , United States,                 685.0 , 2025-07-31    ,                            3.0, "New York City, New York"                 , Staten Island         , City of New York              , 40.5834557, -74.1496048 , 
001PY00000ff4AFYAY, Town of Shandaken             , Ulster                                   , New York      , United States,                 160.0 , 2021-05-21    ,                            0.0, "Town of Shandaken, New York"             , Highmount             , Town of Shandaken             , 42.1442557, -74.4898745 , 
001PY00000ff4AKYAY, Town of Somers                , Westchester                              , New York      , United States,                 305.0 , 2025-07-03    ,                            2.0, "Town of Somers, New York"                , Lincolndale           , Town of Somers                , 41.333489 , -73.7268371 , 
001PY00000ff4ANYAY, City of Beacon                , Dutchess                                 , New York      , United States,                  95.0 , 2022-12-31    ,                            0.0, "City of Beacon, New York"                , Beacon                , City of Beacon                , 41.5048402, -73.9695409 , 
001PY00000ff4AOYAY, Town of Copake                , Columbia                                 , New York      , United States,                 310.0 , 2023-01-23    ,                            0.0, "Town of Copake, New York"                , Copake                , Town of Copake                , 42.1035643, -73.5497383 , 
001PY00000ff4APYAY, Tappan                        , Rockland                                 , New York      , United States,                 477.0 , 2022-12-31    ,                            0.0, "Tappan, New York"                        , Tappan                , Tappan                        , 41.0248325, -73.9504523 , 
001PY00000ff4AQYAY, Village of Croton-on-Hudson   , Westchester                              , New York      , United States,                1020.0 , 2024-12-03    ,                            1.0, "Village of Croton-on-Hudson, New York"   , Croton-On-Hudson      , Village of Croton-on-Hudson   , 41.2088215, -73.8905175 , 
001PY00000ff4AkYAI, New Hampton                   , Suffolk                                  , New York      , United States,                 485.0 , 2022-12-30    ,                            0.0, "New Hampton, New York"                   , New Hampton           , New Hampton                   , 41.4109272, -74.4071001 , 
001PY00000ff4B0YAI, Town of Milan                 , Dutchess                                 , New York      , United States,                 325.0 , 2025-03-03    ,                            2.0, "Town of Milan, New York"                 , Milan                 , Town of Milan                 , 41.9534255, -73.7920752 , 
001PY00000ff4BEYAY, City of Albany                , Albany                                   , New York      , United States,                 905.0 , 2023-12-31    ,                            0.0, "City of Albany, New York"                , Albany                , City of Albany                , 42.6511674, -73.754968  , 
001PY00000ff4ByYAI, Garrison                      , Putnam                                   , New York      , United States,                 385.0 , 2020-06-23    ,                            0.0, "Garrison, New York"                      , Garrison              , Garrison                      , 41.3839827, -73.945694  , 
001PY00000ff4EZYAY, Chappaqua                     , Westchester                              , New York      , United States,                2870.0 , 2024-12-27    ,                            1.0, "Chappaqua, New York"                     , Chappaqua             , Chappaqua                     , 41.157284 , -73.7676998 , 
001PY00000ff4EaYAI, Norwood                       , Bergen                                   , New Jersey    , United States,                 535.0 , 2021-03-02    ,                            0.0, "Norwood, New Jersey"                     , Norwood               , Norwood                       , 40.9981532, -73.9618039 , 
